Iteration,ExecutionTime(ms)
0,1.08043
1,0.897712
2,0.984932
3,0.977877
4,0.985395
5,0.992561
6,0.992395
7,0.992413
8,0.99245
9,0.992433
10,0.992729
11,0.992655
12,0.992988
13,0.992951
14,0.992951
15,0.991803
16,0.992877
17,0.993691
18,0.992969
19,0.992858
20,0.992192
21,0.993377
22,0.992062
23,0.99221
24,0.992321
25,0.993136
26,0.991932
27,0.992191
28,0.993322
29,0.993413
30,0.993154
31,0.991654
32,0.992043
33,0.992932
34,0.993358
35,0.99045
36,0.992506
37,0.993043
38,0.993007
39,0.99195
40,0.994136
41,0.992673
42,0.99247
43,0.991636
44,0.993914
45,0.992951
46,0.993413
47,0.992062
48,0.989747
49,0.985469
50,1.00288
51,0.973488
52,0.992913
53,0.993358
54,0.990932
55,0.992247
56,0.993877
57,0.979877
58,0.993081
59,0.99021
60,0.990172
61,0.987673
62,0.992895
63,0.991821
64,0.99195
65,0.993173
66,0.992988
67,0.992747
68,0.993469
69,0.99321
70,0.991729
71,0.992414
72,0.993377
73,0.992988
74,0.992136
75,0.995469
76,0.997303
77,0.971525
78,0.989987
79,0.970711
80,0.990932
81,0.991396
82,0.992488
83,0.991432
84,0.993673
85,0.993358
86,0.992765
87,0.992192
88,0.993117
89,0.993192
90,0.993099
91,0.992432
92,0.993617
93,0.991784
94,0.993988
95,0.991896
96,0.994136
97,0.993136
98,1.00002
99,0.976191
100,0.992191
101,0.993247
102,0.992821
103,0.991728
104,0.993914
105,0.993321
106,0.993135
107,0.992414
108,0.993617
109,0.99295
110,0.993099
111,0.993914
112,0.988469
113,0.992024
114,0.994043
115,0.991932
116,0.994099
117,0.992969
118,0.992803
119,0.992433
120,0.993987
121,0.99258
122,0.992599
123,0.991988
124,0.993376
125,1.00417
126,0.973173
127,0.989321
128,0.987321
129,0.993025
130,0.993173
131,0.992488
132,0.990561
133,0.994043
134,0.992192
135,0.991988
136,0.994155
137,0.993172
138,0.992025
139,0.991803
140,0.993969
141,0.993006
142,0.99271
143,0.991895
144,0.993118
145,0.993266
146,0.99295
147,0.994895
148,0.991599
149,0.988192
150,0.987007
151,0.992765
152,0.991599
153,0.993969
154,0.991821
155,0.991469
156,0.993803
157,0.993321
158,0.992969
159,0.991951
160,0.994173
161,0.993173
162,0.993118
163,0.991766
164,0.993654
165,0.99434
166,0.992729
167,0.988599
168,0.993247
169,0.992025
170,0.99245
171,0.991655
172,0.993395
173,0.993487
174,0.992765
175,0.991469
176,0.993692
177,0.992729
178,0.993081
179,0.991932
180,0.994432
181,0.999154
182,0.978877
183,0.991377
184,0.989561
185,0.993044
186,0.993043
187,0.992877
188,0.991525
189,0.993043
190,0.992951
191,0.993099
192,0.991599
193,0.992877
194,0.992895
195,0.992414
196,0.993118
197,0.992802
198,0.993007
199,0.991876
200,0.991951
201,0.993025
202,0.99334
203,0.991729
204,0.993617
205,0.999173
206,0.981655
207,0.992562
208,0.986506
209,0.992895
210,0.993062
211,0.991821
212,0.993914
213,0.992821
214,0.993006
215,0.991729
216,0.993561
217,0.992933
218,0.993247
219,0.991747
220,0.993747
221,0.992987
222,0.992877
223,0.992229
224,0.993247
225,0.99321
226,0.992896
227,0.992469
228,0.993451
229,0.992821
230,0.992302
231,0.992562
232,0.993969
233,0.99284
234,0.994506
235,0.989117
236,0.99371
237,0.992803
238,0.993025
239,0.991987
240,0.993191
241,0.993229
242,0.99308
243,0.993302
244,0.992376
245,0.992895
246,0.99297
247,0.992284
248,0.993136
249,0.992876
250,0.992303
251,0.993914
252,0.996691
253,0.989988
254,0.993154
255,0.990173
256,0.993839
257,0.99271
258,0.992192
259,0.990099
260,0.995321
261,0.99321
262,0.993543
263,0.990987
264,0.993969
265,0.992877
266,0.993155
267,0.99158
268,0.993969
269,0.991599
270,0.99395
271,0.99071
272,0.994618
273,0.993432
274,0.992432
275,0.990228
276,0.995173
277,0.992951
278,0.993321
279,0.990377
280,0.994951
281,0.992766
282,0.992599
283,0.991321
284,0.994395
285,0.993136
286,0.992821
287,0.991414
288,0.994098
289,0.992877
290,0.99371
291,0.990173
292,0.995154
293,0.993007
294,0.99258
295,0.99071
296,0.995598
297,0.99308
298,0.993284
299,0.99058
300,0.994913
301,0.992988
302,0.993358
303,0.991247
304,0.994229
305,0.993173
306,0.992581
307,0.991543
308,0.993117
309,0.993192
310,0.993877
311,0.990729
312,0.994469
313,0.993191
314,0.992914
315,0.990933
316,0.992821
317,0.992395
318,0.993192
319,0.991322
320,0.993914
321,0.993155
322,0.992507
323,0.992524
324,0.993136
325,0.99334
326,0.992969
327,0.991895
328,0.993155
329,0.993451
330,0.992303
331,0.991599
332,0.993672
333,0.992858
334,0.992933
335,0.991766
336,0.993914
337,0.993284
338,0.993118
339,0.991321
340,0.993876
341,0.993229
342,0.992617
343,0.992543
344,0.993265
345,0.992858
346,0.992914
347,0.991821
348,0.994099
349,0.993118
350,0.992951
351,0.992081
352,0.993969
353,0.992988
354,0.992895
355,0.991636
356,0.994265
357,0.992969
358,0.992821
359,0.991673
360,0.994284
361,0.992914
362,0.993006
363,0.992599
364,0.99321
365,0.993266
366,0.992951
367,0.991395
368,0.994543
369,0.992821
370,0.99308
371,0.991654
372,0.994155
373,0.992876
374,0.994358
375,0.99008
376,0.994172
377,0.993025
378,0.993284
379,0.992155
380,0.993654
381,0.993007
382,0.992025
383,0.993025
384,0.992432
385,0.993266
386,0.992617
387,0.992321
388,0.992265
389,0.993173
390,0.993191
391,0.991691
392,0.993617
393,0.992822
394,0.992914
395,0.992191
396,0.993821
397,0.992895
398,0.993025
399,0.992099
400,0.993377
401,0.992876
402,0.993136
403,0.992691
404,0.992636
405,0.99297
406,0.993006
407,0.991635
408,0.993914
409,0.992914
410,0.99297
411,0.991877
412,0.993673
413,0.992951
414,0.992728
415,0.991839
416,0.993636
417,0.993006
418,0.993025
419,0.991636
420,0.994098
421,0.992969
422,0.993099
423,0.992636
424,0.99358
425,0.992784
426,0.99247
427,0.992451
428,0.994228
429,0.993099
430,0.992581
431,0.992081
432,0.994043
433,0.99308
434,0.993451
435,0.992451
436,0.991581
437,0.992969
438,0.992765
439,0.992654
440,0.993025
441,0.993099
442,0.992895
443,0.992784
444,0.992561
445,0.992654
446,0.992321
447,0.992987
448,0.993395
449,0.99308
450,0.993099
451,0.992024
452,0.993766
453,0.992858
454,0.992932
455,0.991655
456,0.99408
457,0.992932
458,0.992913
459,0.992525
460,0.99321
461,0.992932
462,0.99308
463,0.992413
464,0.993451
465,0.992896
466,0.992172
467,0.992599
468,0.994118
469,0.992877
470,0.992969
471,0.991747
472,0.994136
473,0.992821
474,0.993155
475,0.991821
476,0.994081
477,0.992617
478,0.992876
479,0.99258
480,0.993098
481,0.992951
482,0.993136
483,0.992507
484,0.99321
485,0.992876
486,0.992395
487,0.992525
488,0.994006
489,0.993191
490,0.992988
491,0.991692
492,0.994025
493,0.992933
494,0.993117
495,0.992488
496,0.993673
497,0.993284
498,0.992821
499,0.992728
500,0.994858
501,0.989173
502,0.992285
503,0.99121
504,0.993618
505,0.992395
506,0.992173
507,0.992766
508,0.993154
509,0.992766
510,0.992562
511,0.99184
512,0.993766
513,0.993173
514,0.993395
515,0.990951
516,0.993784
517,0.993173
518,0.99258
519,0.99258
520,0.993432
521,0.992747
522,0.993099
523,0.992932
524,0.992766
525,0.992154
526,0.993747
527,0.992469
528,0.99371
529,0.992729
530,0.993007
531,0.99221
532,0.99371
533,0.993136
534,0.993043
535,0.992062
536,0.99371
537,0.993006
538,0.992987
539,0.992858
540,0.993358
541,0.99284
542,0.99295
543,0.992506
544,0.993136
545,0.992358
546,0.993803
547,0.992265
548,0.993858
549,0.992951
550,0.992932
551,0.991821
552,0.994025
553,0.99321
554,0.992821
555,0.993247
556,0.995525
557,0.992895
558,0.992839
559,0.991007
560,0.994154
561,0.992969
562,0.993543
563,0.991376
564,0.993469
565,0.991469
566,0.993729
567,0.99071
568,0.995284
569,0.993488
570,0.992247
571,0.990451
572,0.995173
573,0.992969
574,0.992636
575,0.990136
576,0.995395
577,0.993136
578,0.992914
579,0.991099
580,0.994636
581,0.993488
582,0.992469
583,0.991654
584,0.992803
585,0.993913
586,0.993136
587,0.990265
588,0.995043
589,0.993284
590,0.992987
591,0.990507
592,0.994747
593,0.993136
594,0.992987
595,0.990322
596,0.995081
597,0.993155
598,0.992877
599,0.991321
600,0.993913
601,0.993154
602,0.992581
603,0.990321
604,0.994173
605,0.994265
606,0.992339
607,0.990285
608,0.994636
609,0.992951
610,0.992969
611,0.990414
612,0.995191
613,0.992877
614,0.992858
615,0.991229
616,0.994432
617,0.993321
618,0.992506
619,0.991284
620,0.994154
621,0.993414
622,0.997006
623,0.985321
624,0.982618
625,0.990414
626,0.992599
627,0.990228
628,0.994062
629,0.993136
630,0.993247
631,0.990618
632,0.99534
633,0.992784
634,0.992858
635,0.99097
636,0.993432
637,0.993395
638,0.992729
639,0.991765
640,0.993507
641,0.992969
642,0.543382
643,0.967488
644,0.988988
645,0.991266
646,0.993303
647,0.989636
648,0.995488
649,0.993469
650,0.99271
651,0.990358
652,0.995192
653,0.993617
654,0.991636
655,0.991488
656,0.994099
657,0.99284
658,0.993062
659,0.991525
660,0.99434
661,0.992284
662,0.994081
663,0.990543
664,0.994988
665,0.992969
666,0.992858
667,0.990302
668,0.994914
669,0.993284
670,0.99271
671,0.990525
672,0.995173
673,0.993099
674,0.99284
675,0.991432
676,0.994451
677,0.993006
678,0.992655
679,0.99158
680,0.993228
681,0.994266
682,0.993099
683,0.990117
684,0.995247
685,0.993191
686,0.992784
687,0.990414
688,0.995488
689,0.992747
690,0.993265
691,0.99045
692,0.995117
693,0.993618
694,0.992396
695,0.990821
696,0.994302
697,0.993284
698,0.992617
699,0.992043
700,1.00184
701,0.97721
702,0.973969
703,0.987395
704,0.989025
705,1.00188
706,0.978007
707,0.989969
708,0.98971
709,0.992488
710,0.992895
711,0.989969
712,0.995155
713,0.992654
714,0.993303
715,0.991506
716,0.993766
717,0.993543
718,1.00214
719,0.973377
720,0.982747
721,0.987007
722,0.982154
723,0.989396
724,0.995044
725,0.992932
726,0.992914
727,0.990451
728,0.99521
729,0.99321
730,0.992802
731,0.991247
732,0.994358
733,0.992673
734,0.992932
735,0.990839
736,0.994414
737,0.992173
738,0.994414
739,0.991229
740,0.993229
741,0.99345
742,0.992691
743,0.990858
744,0.994729
745,0.99295
746,0.993191
747,0.989914
748,0.995784
749,0.993302
750,0.992951
751,0.991581
752,0.992247
753,0.992562
754,0.992599
755,0.992544
756,0.992488
757,0.993358
758,0.994228
759,0.992858
760,0.992673
761,0.992692
762,0.992951
763,0.991599
764,0.994062
765,0.992987
766,0.992932
767,0.992117
768,0.994321
769,0.993025
770,0.993321
771,0.992284
772,0.993432
773,0.992933
774,0.993284
775,0.99258
776,0.992692
777,0.993414
778,0.993784
779,0.991839
780,0.994043
781,0.992932
782,0.994007
783,0.990451
784,0.993803
785,0.99297
786,0.99295
787,0.991821
788,0.993562
789,0.993229
790,0.992951
791,0.992876
792,0.99358
793,0.993247
794,0.992951
795,0.992729
796,0.992043
797,0.993692
798,0.993062
799,0.992136
800,0.993765
801,0.993062
802,0.992951
803,0.992136
804,0.993155
805,0.992988
806,0.992988
807,0.99171
808,0.993895
809,0.993284
810,0.993098
811,0.992858
812,0.992765
813,0.99308
814,0.992784
815,0.992747
816,0.992247
817,0.993876
818,0.993081
819,0.992006
820,0.994266
821,0.99321
822,0.993377
823,0.992136
824,0.994136
825,0.992729
826,0.992877
827,0.991933
828,0.993729
829,0.992895
830,0.993025
831,0.992414
832,0.993469
833,0.992932
834,0.993636
835,0.991803
836,0.992413
837,0.99371
838,0.993247
839,0.992025
840,0.993469
841,0.992876
842,0.993136
843,0.99184
844,0.99371
845,0.992914
846,0.993024
847,0.991932
848,0.993432
849,0.992895
850,0.993025
851,0.992877
852,0.993062
853,0.993229
854,0.998654
855,0.980488
856,0.992321
857,0.988025
858,0.992303
859,0.992081
860,0.992524
861,0.993228
862,0.992858
863,0.992451
864,0.99221
865,0.992803
866,0.992988
867,0.991988
868,0.993951
869,0.992988
870,0.992969
871,0.99271
872,0.993266
873,0.993062
874,0.996618
875,0.984044
876,0.988191
877,0.992488
878,0.99308
879,0.99195
880,0.992913
881,0.99334
882,0.993302
883,0.990339
884,0.993376
885,0.993136
886,0.992987
887,0.992117
888,0.99421
889,0.993099
890,0.992747
891,0.992488
892,0.993062
893,0.993006
894,0.993062
895,0.991432
896,0.994525
897,0.992765
898,0.993062
899,0.991821
900,0.993692
901,0.993155
902,0.993025
903,0.991617
904,0.99408
905,0.993228
906,0.993024
907,0.991839
908,0.994377
909,0.993339
910,0.992581
911,0.992433
912,0.994654
913,0.990932
914,0.991988
915,0.991469
916,0.993933
917,0.992876
918,0.993006
919,0.991747
920,0.993766
921,0.99321
922,0.992914
923,0.992525
924,0.991618
925,0.996266
926,0.993803
927,0.982266
928,0.995802
929,0.978154
930,0.99171
931,0.979673
932,0.995877
933,0.987155
934,0.995728
935,0.981192
936,1.00073
937,0.974803
938,0.994339
939,0.97808
940,0.988247
941,0.994284
942,0.990562
943,0.991562
944,0.993099
945,0.99321
946,0.993099
947,0.992321
948,0.993413
949,0.993247
950,0.992784
951,0.99271
952,0.992303
953,0.99234
954,0.993969
955,0.991395
956,0.993839
957,0.993265
958,0.992821
959,0.991562
960,0.994173
961,0.992858
962,0.993099
963,0.991747
964,0.993932
965,0.993118
966,0.992951
967,0.992747
968,0.993247
969,0.99308
970,0.992858
971,0.993543
972,0.99234
973,0.992192
974,0.993673
975,0.99508
976,0.990562
977,0.989358
978,0.991896
979,0.992024
980,0.992673
981,0.993099
982,0.99321
983,0.992469
984,0.994543
985,0.992803
986,0.99895
987,0.989895
988,0.979432
989,0.968858
990,0.972359
991,0.970136
992,0.989802
993,0.983228
994,0.991913
995,0.992006
996,0.999673
997,0.980654
998,0.98497
999,0.980118
